path,template,status,canonical,robots,title,title_len,h1,description_len,internal_links_out,schema_types,missing_alt
/insights/ai-cctv-for-small-shops-worth-it,insight,200,https://www.pgak.co.in/insights/ai-cctv-for-small-shops-worth-it,"index, follow",Is AI CCTV worth it for a small shop? | PGAK,44,Is AI CCTV worth it for a small shop?,137,101,BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/insights/ai-cctv-price-in-india-what-it-should-cost,insight,200,https://www.pgak.co.in/insights/ai-cctv-price-in-india-what-it-should-cost,"index, follow",What should AI CCTV actually cost in India? | PGAK,50,What should AI CCTV actually cost in India?,117,102,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/ai-cctv-vs-normal-cctv,insight,200,https://www.pgak.co.in/insights/ai-cctv-vs-normal-cctv,"index, follow",AI CCTV vs normal CCTV: what actually changes | PGAK,52,AI CCTV vs normal CCTV: what actually changes,81,103,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/ai-cctv-vs-security-guard-cost,insight,200,https://www.pgak.co.in/insights/ai-cctv-vs-security-guard-cost,"index, follow",AI CCTV vs another security guard: an honest look | PGAK,56,AI CCTV or another security guard? An honest comparison,134,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/anpr-number-plate-recognition-when-it-works,insight,200,https://www.pgak.co.in/insights/anpr-number-plate-recognition-when-it-works,"index, follow",Number plate recognition: when it works and when it does not | PGAK,67,Number plate recognition: when it works and when it does not,149,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/attendance-24x7-three-shift-operation,insight,200,https://www.pgak.co.in/insights/attendance-24x7-three-shift-operation,"index, follow",Attendance for a 24x7 three-shift operation | PGAK,50,Attendance for a 24x7 three-shift operation,143,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/attendance-data-retention-what-to-delete,insight,200,https://www.pgak.co.in/insights/attendance-data-retention-what-to-delete,"index, follow","Attendance data: what to keep, what to delete, when | PGAK",58,"Attendance data: what to keep, what to delete, when",138,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/attendance-leave-management-integration,insight,200,https://www.pgak.co.in/insights/attendance-leave-management-integration,"index, follow","Leave, holidays and attendance: keeping one calendar | PGAK",59,"Leave, holidays and attendance: keeping one calendar",90,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/attendance-records-law-india,insight,200,https://www.pgak.co.in/insights/attendance-records-law-india,"index, follow",Attendance records under Indian law: what to keep | PGAK,56,Attendance records under Indian law: what you must keep,142,101,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/attendance-seasonal-peak-workforce,insight,200,https://www.pgak.co.in/insights/attendance-seasonal-peak-workforce,"index, follow",Attendance when your workforce triples for a season | PGAK,58,Attendance when your workforce triples for a season,143,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/attendance-system-for-contract-labour,insight,200,https://www.pgak.co.in/insights/attendance-system-for-contract-labour,"index, follow",Contract labour attendance: the compliance gap | PGAK,53,Attendance for contract labour: the compliance gap nobody plans for,121,101,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/best-ai-cctv-camera-for-warehouses-india,insight,200,https://www.pgak.co.in/insights/best-ai-cctv-camera-for-warehouses-india,"index, follow",Choosing an AI CCTV camera for an Indian warehouse | PGAK,57,How to choose an AI CCTV camera for a warehouse in India,133,101,BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/insights/biometric-attendance-machine-price-in-india,insight,200,https://www.pgak.co.in/insights/biometric-attendance-machine-price-in-india,"index, follow",Biometric attendance machine price in India | PGAK,50,Biometric attendance machine price in India: the full math,102,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/biometric-attendance-payroll-integration,insight,200,https://www.pgak.co.in/insights/biometric-attendance-payroll-integration,"index, follow",Connecting biometric attendance to payroll | PGAK,49,Connecting biometric attendance to payroll without retyping,137,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/camera-resolution-vs-distance,insight,200,https://www.pgak.co.in/insights/camera-resolution-vs-distance,"index, follow",Camera resolution vs distance: the pixel math | PGAK,52,Camera resolution vs distance: the pixel math,96,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/can-a-photo-fool-face-attendance,insight,200,https://www.pgak.co.in/insights/can-a-photo-fool-face-attendance,"index, follow",Can someone fool face attendance with a photo? | PGAK,53,Can someone fool face attendance with a photo?,143,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/case-studies,case-study,200,https://www.pgak.co.in/insights/case-studies,"index, follow","AI CCTV Use Cases — Warehouse, Factory, Retail | PGAK",53,What AI CCTV looks like on a site like yours,147,94,BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/insights/case-studies/factory-gate-attendance-coimbatore,case-study,200,https://www.pgak.co.in/insights/case-studies/factory-gate-attendance-coimbatore,"index, follow",Factory Gate Use Case — Face Recognition vs Biometric | PGAK,60,The factory gate where fingerprints stopped working,137,94,Article;BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/insights/case-studies/housing-society-gate-log,case-study,200,https://www.pgak.co.in/insights/case-studies/housing-society-gate-log,"index, follow",Housing Society Use Case — Automating the Gate Log | PGAK,57,The society gate register nobody could read,138,91,Article;BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/insights/case-studies/retail-false-alarms-jaipur,case-study,200,https://www.pgak.co.in/insights/case-studies/retail-false-alarms-jaipur,"index, follow",Retail Use Case — Cutting False Alarms Staff Ignore | PGAK,58,The retail chain that had muted its own security app,142,93,Article;BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/insights/case-studies/warehouse-shrinkage-ludhiana,case-study,200,https://www.pgak.co.in/insights/case-studies/warehouse-shrinkage-ludhiana,"index, follow",Warehouse Use Case — Cutting Shrinkage on 120 Cameras | PGAK,60,A 120-camera warehouse that could not watch any of them,143,93,Article;BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/insights/cctv-amc-what-should-it-include,insight,200,https://www.pgak.co.in/insights/cctv-amc-what-should-it-include,"index, follow",CCTV AMC in India: what it should actually include | PGAK,57,CCTV AMC in India: what it should actually include,122,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/cctv-blind-spots-where-thieves-look,insight,200,https://www.pgak.co.in/insights/cctv-blind-spots-where-thieves-look,"index, follow",Where the blind spots are: how a site gets cased | PGAK,55,Where the blind spots are: how a site gets cased,119,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/cctv-cabling-corner-cutting,insight,200,https://www.pgak.co.in/insights/cctv-cabling-corner-cutting,"index, follow",CCTV cabling: where installers cut corners | PGAK,49,CCTV cabling: where installers cut corners,133,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/cctv-camera-offline-how-to-know,insight,200,https://www.pgak.co.in/insights/cctv-camera-offline-how-to-know,"index, follow",Would you know if a camera went offline? | PGAK,47,Your camera has been offline for weeks. Would you know?,87,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/cctv-camera-tampering-detection,insight,200,https://www.pgak.co.in/insights/cctv-camera-tampering-detection,"index, follow",They cover the camera first. Would you know? | PGAK,51,They cover the camera first. Would you know?,90,100,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/cctv-footage-legal-evidence-india,insight,200,https://www.pgak.co.in/insights/cctv-footage-legal-evidence-india,"index, follow",Is CCTV footage admissible evidence in India? | PGAK,52,Is CCTV footage admissible evidence in India?,146,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/cctv-monsoon-failures,insight,200,https://www.pgak.co.in/insights/cctv-monsoon-failures,"index, follow","What CCTV fails in the monsoon, and how to prevent it | PGAK",60,"What CCTV fails in the monsoon, and how to prevent it",126,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/cctv-new-rule-2026-india-stqc-er-compliance,insight,200,https://www.pgak.co.in/insights/cctv-new-rule-2026-india-stqc-er-compliance,"index, follow","""Your cameras are now illegal"" — what the 2026 CCTV rule actually says | PGAK",77,"""Your cameras are now illegal"" — what the 2026 CCTV rule actually says",104,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/cctv-signage-requirements-india,insight,200,https://www.pgak.co.in/insights/cctv-signage-requirements-india,"index, follow",Do you need CCTV signage? What the notice should say | PGAK,59,Do you need CCTV signage? What the notice should say,146,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/cctv-storage-how-many-days,insight,200,https://www.pgak.co.in/insights/cctv-storage-how-many-days,"index, follow",How many days of CCTV footage are you really keeping? | PGAK,60,How many days of CCTV footage are you really keeping?,129,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/cctv-total-cost-of-ownership-5-years,insight,200,https://www.pgak.co.in/insights/cctv-total-cost-of-ownership-5-years,"index, follow","The five-year cost of a CCTV system, itemised | PGAK",52,"The five-year cost of a CCTV system, itemised",89,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/cctv-workplace-privacy-india,insight,200,https://www.pgak.co.in/insights/cctv-workplace-privacy-india,"index, follow",CCTV in the workplace: what you may and may not record | PGAK,61,CCTV in the workplace: what you may and may not record,148,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/cold-storage-monitoring-cameras,insight,200,https://www.pgak.co.in/insights/cold-storage-monitoring-cameras,"index, follow","Cold storage: cameras, doors and the cost of a door left open | PGAK",68,"Cold storage: cameras, doors and the cost of a door left open",136,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/does-ai-cctv-work-without-internet,insight,200,https://www.pgak.co.in/insights/does-ai-cctv-work-without-internet,"index, follow",Does AI CCTV work without internet? | PGAK,42,Does AI CCTV work without internet?,137,100,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/does-ai-work-with-tapo-imou-qubo-cameras,insight,200,https://www.pgak.co.in/insights/does-ai-work-with-tapo-imou-qubo-cameras,"index, follow","Does AI work with my Tapo, Imou, Qubo or Prama camera? | PGAK",61,"Does AI work with my Tapo, Imou, Qubo or Prama camera?",153,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/dvr-vs-nvr-which-do-you-have,insight,200,https://www.pgak.co.in/insights/dvr-vs-nvr-which-do-you-have,"index, follow","DVR or NVR: which do you actually have, and does it matter | PGAK",65,"DVR or NVR: which do you actually have, and does it matter",129,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/employee-refuses-biometric-consent,insight,200,https://www.pgak.co.in/insights/employee-refuses-biometric-consent,"index, follow",When an employee refuses biometric attendance | PGAK,52,When an employee refuses biometric attendance,137,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/face-recognition-accuracy-what-affects-it,insight,200,https://www.pgak.co.in/insights/face-recognition-accuracy-what-affects-it,"index, follow",What actually affects face recognition accuracy | PGAK,54,What actually affects face recognition accuracy,146,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/face-recognition-attendance-vs-biometric-machine,insight,200,https://www.pgak.co.in/insights/face-recognition-attendance-vs-biometric-machine,"index, follow",Face recognition attendance vs biometric machines | PGAK,56,Face recognition attendance vs biometric machines,153,104,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/face-recognition-low-light-gate,insight,200,https://www.pgak.co.in/insights/face-recognition-low-light-gate,"index, follow",Face recognition at a badly lit gate | PGAK,43,Face recognition at a badly lit gate,145,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/fingerprint-attendance-system-why-it-fails,insight,200,https://www.pgak.co.in/insights/fingerprint-attendance-system-why-it-fails,"index, follow",Fingerprint attendance: where it works and fails | PGAK,55,"Fingerprint attendance systems: where they work, where they fail",93,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/geofencing-attendance-field-staff,insight,200,https://www.pgak.co.in/insights/geofencing-attendance-field-staff,"index, follow",Field staff attendance without micromanaging | PGAK,51,Field staff attendance: geofencing without micromanaging,116,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/hotel-security-and-staff-attendance,insight,200,https://www.pgak.co.in/insights/hotel-security-and-staff-attendance,"index, follow",Hotels: guest safety and staff attendance on one estate | PGAK,62,Hotels: guest safety and staff attendance on one estate,122,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/housing-society-gate-management,insight,200,https://www.pgak.co.in/insights/housing-society-gate-management,"index, follow","Housing society gates: visitors, vehicles and accountability | PGAK",67,"Housing society gates: visitors, vehicles and accountability",131,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/how-does-ai-intruder-detection-work,insight,200,https://www.pgak.co.in/insights/how-does-ai-intruder-detection-work,"index, follow",How does AI intruder detection actually work? | PGAK,52,How does AI intruder detection actually work?,142,101,BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/insights/how-many-cameras-does-a-warehouse-need,insight,200,https://www.pgak.co.in/insights/how-many-cameras-does-a-warehouse-need,"index, follow",How many cameras does a warehouse actually need? | PGAK,55,How many cameras does a warehouse actually need?,151,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/how-many-cctv-cameras-does-a-factory-need,insight,200,https://www.pgak.co.in/insights/how-many-cctv-cameras-does-a-factory-need,"index, follow",How many CCTV cameras does a factory need? | PGAK,49,How many CCTV cameras does a factory need?,144,101,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/how-many-of-your-cameras-can-actually-recognize-a-face,insight,200,https://www.pgak.co.in/insights/how-many-of-your-cameras-can-actually-recognize-a-face,"index, follow",How many of your cameras can recognise a face? | PGAK,53,How many of your 16 cameras can actually recognize a face?,73,99,BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/insights/how-many-photos-face-enrolment,insight,200,https://www.pgak.co.in/insights/how-many-photos-face-enrolment,"index, follow",How many photos does face enrolment actually need | PGAK,56,How many photos does face enrolment actually need,152,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/how-to-choose-a-cctv-installation-company,insight,200,https://www.pgak.co.in/insights/how-to-choose-a-cctv-installation-company,"index, follow",How to choose a CCTV installation company in India | PGAK,57,How to choose a CCTV installation company in India,112,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/how-to-stop-proxy-attendance,insight,200,https://www.pgak.co.in/insights/how-to-stop-proxy-attendance,"index, follow",How to stop proxy attendance for good | PGAK,44,How to stop proxy attendance (buddy punching) for good,120,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/ip-vs-analogue-cameras-india,insight,200,https://www.pgak.co.in/insights/ip-vs-analogue-cameras-india,"index, follow",IP or analogue cameras: the honest comparison for India | PGAK,62,IP or analogue cameras: the honest comparison for India,151,101,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/is-ai-cctv-legal-in-india-dpdp-act,insight,200,https://www.pgak.co.in/insights/is-ai-cctv-legal-in-india-dpdp-act,"index, follow",Is AI CCTV legal in India? Consent and the DPDP Act | PGAK,58,Is AI CCTV legal in India? Consent and the DPDP Act,142,102,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/jewellery-shop-security-india,insight,200,https://www.pgak.co.in/insights/jewellery-shop-security-india,"index, follow","Jewellery retail security: layered, not just more cameras | PGAK",64,"Jewellery retail security: layered, not just more cameras",142,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/late-mark-policy-design,insight,200,https://www.pgak.co.in/insights/late-mark-policy-design,"index, follow",Designing a late-mark policy people accept | PGAK,49,Designing a late-mark policy people accept,146,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/loitering-detection-explained,insight,200,https://www.pgak.co.in/insights/loitering-detection-explained,"index, follow",Loitering detection: what it catches that motion does not | PGAK,64,Loitering detection: what it catches that motion does not,126,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/masks-helmets-turbans-face-recognition,insight,200,https://www.pgak.co.in/insights/masks-helmets-turbans-face-recognition,"index, follow","Face recognition with helmets, turbans and masks | PGAK",55,"Helmets, turbans and masks: what face recognition can handle",144,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/migrating-attendance-system-without-losing-history,insight,200,https://www.pgak.co.in/insights/migrating-attendance-system-without-losing-history,"index, follow",Switching attendance systems without losing history | PGAK,58,Switching attendance systems without losing history,143,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/multi-location-attendance-management,insight,200,https://www.pgak.co.in/insights/multi-location-attendance-management,"index, follow",Managing attendance across multiple locations | PGAK,52,Managing attendance across multiple locations,107,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/night-shift-attendance-tracking,insight,200,https://www.pgak.co.in/insights/night-shift-attendance-tracking,"index, follow",Night shift attendance: proving who was there | PGAK,52,Night shift attendance: proving who was actually there,153,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/nobody-can-watch-120-camera-feeds,insight,200,https://www.pgak.co.in/insights/nobody-can-watch-120-camera-feeds,"index, follow",You have 120 cameras. Nobody can watch them all. | PGAK,55,You have 120 cameras. Nobody can watch them all.,100,98,BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/insights/onboarding-employee-into-attendance,insight,200,https://www.pgak.co.in/insights/onboarding-employee-into-attendance,"index, follow",Getting a new joiner onto attendance in five minutes | PGAK,59,Getting a new joiner onto attendance in five minutes,147,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/overtime-disputes-common-causes,insight,200,https://www.pgak.co.in/insights/overtime-disputes-common-causes,"index, follow",The five causes of every overtime dispute | PGAK,48,The five causes of every overtime dispute,148,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/people-counting-footfall-cctv,insight,200,https://www.pgak.co.in/insights/people-counting-footfall-cctv,"index, follow",People counting from cameras you already own | PGAK,51,People counting from cameras you already own,135,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/petrol-pump-security-cameras,insight,200,https://www.pgak.co.in/insights/petrol-pump-security-cameras,"index, follow",Petrol pump security: the four positions that matter | PGAK,59,Petrol pump security: the four positions that matter,144,100,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/pharmacy-medical-store-security,insight,200,https://www.pgak.co.in/insights/pharmacy-medical-store-security,"index, follow","Pharmacy security: schedule drugs, cash and staff | PGAK",56,"Pharmacy security: schedule drugs, cash and staff",129,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/replace-attendance-register-with-camera,insight,200,https://www.pgak.co.in/insights/replace-attendance-register-with-camera,"index, follow",Replacing the paper attendance register | PGAK,46,Replacing the paper attendance register: a practical path,78,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
